Sentence	Word	BIOES-Tag	English-version (translation)	
Sentence 99	rivojlanishiga	O	 development	
Sentence 99	oid	O	 related	
Sentence 99	ma’lumotlar	O	 information	
Sentence 99	axborot	O	 information	
Sentence 99	foto	O	 photo	
Sentence 99	va	O	 and	
Sentence 99	videomateriallar	O	 video materials	
Sentence 99	bazasini	O	 database	
Sentence 99	shakllantirish	O	 forming	
Sentence 99	o‘quvchilar	O	 readers	
Sentence 99	uchun	O	 for	
Sentence 99	qulay	O	 convenient	
Sentence 99	va	O	 and	
Sentence 99	qiziqarli	O	 interesting	
Sentence 99	shaklda	O	 in form	
Sentence 99	O‘zbekiston	S-LOC	 Uzbekistan	
Sentence 99	xalqining	S-PER	 people's	
Sentence 99	o‘ziga	O	 unique	
Sentence 99	xos	O	 characteristic	
Sentence 99	madaniyati	O	 culture	
Sentence 99	urf	O	 customs	
Sentence 99	odatlari	O	 traditions	
Sentence 99	milliy	O	 national	
Sentence 99	qadriyatlari	O	 values	
Sentence 99	mamlakatning	O	 country's	
Sentence 99	ko‘p	O	 many	
Sentence 99	yillik	O	 years	
Sentence 99	tarixi	O	 history	
Sentence 99	va	O	 and	
Sentence 99	ilm	O	 science	
Sentence 99	fan	O	 knowledge	
Sentence 99	rivojiga	O	 to development	
Sentence 99	qo‘shgan	O	 contributed	
Sentence 99	hissasini	O	 contribution	
Sentence 99	namoyish	O	 demonstration	
Sentence 99	etishga	O	 to show	
Sentence 99	qaratilgan	O	 aimed	
Sentence 99	ijtimoiy	O	 social	
Sentence 99	loyihalarni	O	 projects	
Sentence 99	amalga	O	 implementation	
Sentence 99	oshirish	O	 to carry out	
Sentence 99	yurtimizda	S-LOC	 in our country	
Sentence 99	yuz	O	 occurring	
Sentence 99	berayotgan	O	 happening	
Sentence 99	o‘zgarishlarni	O	 changes	
Sentence 99	dunyoga	S-LOC	 to the world	
Sentence 99	keng	O	 widely	
Sentence 99	tarqatish	O	 disseminate	
Sentence 99	jahonda	S-LOC	 in the world	
Sentence 99	sodir	O	 to happen	
Sentence 99	bo‘layotgan	O	 happening	
Sentence 99	voqea	O	 event	
Sentence 99	hodisalar	O	 incidents	
Sentence 99	haqida	O	 about	
Sentence 99	mamlakatimiz	S-LOC	 our country	
Sentence 99	aholisiga	S-PER	 to the population	
Sentence 99	tezkor	O	 prompt	
Sentence 99	axborot	O	 information	
Sentence 99	yetkazib	O	 delivering	
Sentence 99	berish	O	 to give	
Sentence 99	xorijdagi	O	 foreign	
Sentence 99	axborot	B-ORG	 news	
Sentence 99	agentliklari	E-ORG	 agencies	
Sentence 99	va	O	 and	
Sentence 99	boshqa	O	 other	
Sentence 99	ommaviy	B-ORG	 mass 	
Sentence 99	axborot	I-ORG	information	
Sentence 99	vositalari	E-ORG	means	
Sentence 99	media	O	 media	
Sentence 99	tuzilmalar	O	 structures	
Sentence 99	bilan	O	 with	
Sentence 99	hamkorlikni	O	 cooperation	
Sentence 99	rivojlantirish	O	 development	
Sentence 101	O‘zA	S-ORG	 O‘zA	
Sentence 101	o‘ziga	O	 to itself	
Sentence 101	yuklangan	O	 assigned	
Sentence 101	vazifalarga	O	 tasks	
Sentence 101	muvofiq	O	 according	
Sentence 101	quyidagi	O	 following	
Sentence 101	funksiyalarni	O	 functions	
Sentence 101	amalga	O	 implements	
Sentence 101	oshiradi	O	 implements	
Sentence 101	yurtimizning	S-LOC	 our country's	
Sentence 101	ijtimoiy	O	 social	
Sentence 101	siyosiy	O	 political	
Sentence 101	hayotiga	O	 life	
Sentence 101	oid	O	 related to	
Sentence 101	rasmiy	O	 official	
Sentence 101	ma’lumotlarni	O	 information	
Sentence 101	izlash	O	 searching	
Sentence 101	olish	O	 receiving	
Sentence 101	qayta	O	 re	
Sentence 101	ishlash	O	 processing	
Sentence 101	hamda	O	 and	
Sentence 101	axborot	O	 information	
Sentence 101	tahliliy	O	 analytical	
Sentence 101	tanqidiy	O	 critical	
Sentence 101	materiallar	O	 materials	
Sentence 101	tayyorlash	O	 preparing	
Sentence 101	va	O	 and	
Sentence 101	tarqatish	O	 distributing	
Sentence 101	sohasida	O	 in the field of	
Sentence 101	O‘zbekiston	B-LOC	 Uzbekistan	
Sentence 101	Respublikasining	E-LOC	 of the Republic	
Sentence 101	ichki	O	 internal	
Sentence 101	va	O	 and	
Sentence 101	tashqi	O	scale	
Sentence 101	siyosatini	O	 politics	
Sentence 101	mamlakatimizda	S-LOC	 in our country	
Sentence 101	amalga	O	 being 	
Sentence 101	oshirilayotgan	O	implemented	
Sentence 101	keng	O	 large	
Sentence 101	miqyosli	O	scaled	
Sentence 101	islohotlarni	O	 reforms	
Sentence 101	jamiyatimizda	S-PER	 in our society	
Sentence 101	kechayotgan	O	 ongoing	
Sentence 101	ijtimoiy	O	 social	
Sentence 101	iqtisodiy	O	 economic	
Sentence 101	o‘zgarishlar	O	 changes	
Sentence 101	va	O	 and	
Sentence 101	yangilanishlar	O	 updates	
Sentence 101	samaralarini	O	 results	
Sentence 101	O‘zA	S-ORG	 O‘zA	
Sentence 101	rasmiy	O	 official	
Sentence 101	veb	O	 web	
Sentence 101	saytida	O	 on the website	
Sentence 101	hamda	O	 and	
Sentence 101	ommaviy	B-ORG	mass	
Sentence 101	axborot	I-ORG	information	
Sentence 101	vositalari	E-ORG	means	
Sentence 101	keng	O	 broadly	
Sentence 101	yoritadi	O	 covers	
Sentence 101	qonun	O	 law	
Sentence 101	hujjatlari	O	 documents	
Sentence 101	va	O	 and	
Sentence 101	qonun	O	 draft  	
Sentence 101	hujjatlari	O	legal	
Sentence 101	loyihalariga	O	documents	
Sentence 101	nisbatan	O	 regarding	
Sentence 101	jamoatchilikda	S-PER	 in public	
Sentence 101	to‘g‘ri	O	 correct	
Sentence 101	va	O	 and	
Sentence 101	sog‘lom	O	 healthy	
Sentence 101	fikrni	O	 opinion	
Sentence 101	shakllantirish	O	 formation	
Sentence 101	maqsadida	O	 for the purpose of	
Sentence 101	zamonaviy	O	 modern	
Sentence 101	axborot	O	 information	
Sentence 101	kommunikatsiya	O	 communication	
Sentence 101	texnologiyalari	O	 technologies	
Sentence 101	jumladan	O	 including	
Sentence 101	Internet	O	 Internet	
Sentence 101	jahon	S-LOC	 world	
Sentence 101	axborot	O	 information 	
Sentence 101	tarmog‘i	O	network	
Sentence 101	imkoniyatlaridan	O	 opportunities	
Sentence 101	keng	O	 widely	
Sentence 101	va	O	 and	
Sentence 101	samarali	O	 effectively	
Sentence 101	foydalanadi	O	 uses	
Sentence 101	aholini	S-PER	 the population	
Sentence 101	va	O	 and	
Sentence 101	dunyo	B-PER	 world	
Sentence 101	hamjamiyatini	E-PER	 community	
Sentence 101	O‘zbekiston	B-LOC	 Uzbekistan	
Sentence 101	Respublikasida	E-LOC	 in the Republic	
Sentence 101	sodir	O	is	
Sentence 101	bo‘layotgan	O	happening	
Sentence 101	voqea	O	 events	
Sentence 101	hodisalardan	O	 incidents	
Sentence 101	tezkor	O	 promptly	
Sentence 101	va	O	 and	
Sentence 101	xolisona	O	 objectively	
Sentence 101	xabardor	O	 inform	
Sentence 101	qiladi	O	 does	
Sentence 102	O‘zbekiston	B-LOC	 Uzbekistan	
Sentence 102	Respublikasi	E-LOC	 Republic	
Sentence 102	qonunlari	O	 laws	
Sentence 102	O‘zbekiston	B-LOC	 Uzbekistan	
Sentence 102	Respublikasi	E-LOC	Republic	
Sentence 102	Prezidentining	S-PER	President	
Sentence 102	qarorlari	O	 decisions	
Sentence 102	rasmiy	O	 official	
Sentence 102	bayonotlari	O	 statements	
Sentence 102	va	O	 and	
Sentence 102	ma’ruzalarini	O	 speeches	
Sentence 102	shuningdek	O	 as well as	
Sentence 102	O‘zbekiston	B-LOC	 Uzbekistan	
Sentence 102	Respublikasi	E-LOC	 Republic	
Sentence 102	Oliy	B-ORG	Supreme	
Sentence 102	Majlisi	E-ORG	Assembly	
Sentence 102	palatalari	O	 chambers	
Sentence 102	va	O	 and	
Sentence 102	Hukumatining	S-ORG	 of the Government	
Sentence 102	qarorlari	O	 decisions	
Sentence 102	va	O	 and	
Sentence 102	ularning	O	 their	
Sentence 102	faoliyatiga	O	 activities	
Sentence 102	oid	O	 related	
Sentence 102	axborotlarni	O	 information	
Sentence 102	muntazam	O	 regularly	
Sentence 102	yoritib	O	light	
Sentence 102	borish	O	ing	
Sentence 102	sohasida	O	 in the field of	
Sentence 102	O‘zbekiston	B-LOC	 Uzbekistan	
Sentence 102	Respublikasi	E-LOC	Republic	
Sentence 102	qonunlari	O	 laws	
Sentence 102	O‘zbekiston	B-LOC	 Uzbekistan	
Sentence 102	Respublikasi	E-LOC	Republic	
Sentence 102	Oliy	B-ORG	Supreme	
Sentence 102	Majlisi	E-ORG	Assembly	
Sentence 102	palatalarining	O	 of the chambers	
Sentence 102	qarorlari	O	 decisions	
Sentence 102	O‘zbekiston	S-ORG	Uzbekistan	
Sentence 102	Prezidentining	S-PER	President	
Sentence 102	farmonlari	O	 decrees	
Sentence 102	qarorlari	O	 decisions	
Sentence 102	farmoyishlari	O	 orders	
Sentence 102	rasmiy	O	 official 	
Sentence 102	bayonotlari	O	bayonotlari	
Sentence 102	nutqlari	O	 speeches	
Sentence 102	va	O	 and	
Sentence 102	ma’ruzalarini	O	 speeches	
Sentence 102	Internet	O	 Internet	
Sentence 102	jahon	S-LOC	 world	
Sentence 102	axborot	O	 information	
Sentence 102	tarmog‘idagi	O	 in the network	
Sentence 102	O‘zA	S-ORG	 O‘zA	
Sentence 102	rasmiy	O	 official	
Sentence 102	veb	O	 web	
Sentence 102	saytida	O	 on the site	
Sentence 102	e’lon	O	 announcement	
Sentence 102	qiladi	O	 does	
Sentence 102	belgilangan	O	 designated	
Sentence 102	ommaviy	O	 mass	
Sentence 102	axborot	O	 information	
Sentence 102	vositalariga	O	 to the means	
Sentence 102	yetkazadi	O	 delivers	
Sentence 102	O‘zbekiston	B-LOC	 Uzbekistan	
Sentence 102	Respublikasi	E-LOC	 Republic	
Sentence 102	Oliy	B-ORG	 Supreme	
Sentence 102	Majlisi	E-ORG	 Assembly	
Sentence 102	palatalari	O	 chambers	
Sentence 102	va	O	 and	
Sentence 102	Vazirlar	B-ORG	 Ministers	
Sentence 102	Mahkamasi	E-ORG	 Cabinet	
Sentence 102	bilan	O	 with	
Sentence 102	bevosita	O	 direct	
Sentence 102	hamkorlik	O	 cooperation	
Sentence 102	asosida	O	 on the basis	
Sentence 102	normativ	O	 regulatory	
Sentence 102	huquqiy	O	 legal	
Sentence 102	hujjatlar	O	 documents	
Sentence 102	loyihalari	O	 projects	
Sentence 102	to‘g‘risidagi	O	 about	
Sentence 102	ma’lumotlarni	O	 information	
Sentence 102	yig‘adi	O	 collects	
Sentence 102	va	O	 and	
Sentence 102	uni	O	 it	
Sentence 102	keng	O	 wide	
Sentence 102	ommaga	O	 to the public	
Sentence 102	taqdim	O	 present	
Sentence 102	etadi	O	 gives	
Sentence 102	O‘zbekiston	B-LOC	 Uzbekistan	
Sentence 102	Respublikasi	E-LOC	 Republic	
Sentence 102	Prezidentining	S-PER	 of the President	
Sentence 102	xorijiy	O	 foreign	
Sentence 102	mamlakatlarga	S-LOC	 to the countries	
Sentence 102	tashriflarini	O	 visits	
Sentence 102	tashrifdan	O	 from the visit	
Sentence 102	ko‘zlanayotgan	O	 intended	
Sentence 102	maqsad	O	 purpose	
Sentence 102	hamda	O	 and	
Sentence 102	kutilayotgan	O	 expected	
Sentence 102	natijalar	O	 results	
Sentence 102	haqidagi	O	 about	
Sentence 102	axborotni	O	 information	
Sentence 102	ommaviy	B-ORG	 mass	
Sentence 102	axborot	I-ORG	 information	
Sentence 102	vositalari	E-ORG	 means	
Sentence 102	veb	O	 web	
Sentence 102	resurslar	O	 resources	
Sentence 102	orqali	O	 through	
Sentence 102	aholiga	S-PER	 to the population	
Sentence 102	yetkazadi	O	 delivers	
Sentence 102	O‘zbekiston	B-LOC	 Uzbekistan	
Sentence 102	Respublikasi	E-LOC	 Republic	
Sentence 102	Prezidentining	S-PER	 of the President	
Sentence 102	respublika	S-LOC	 republic	
Sentence 102	hududlarida	S-LOC	 in the regions	
Sentence 102	amalga	O	 implementation	
Sentence 102	oshiradigan	O	 performing	
Sentence 102	tashriflarini	O	 visits	
Sentence 102	o‘z	O	 own	
Sentence 102	rasmiy	O	 official	
Sentence 102	veb	O	 web	
Sentence 102	sayti	O	 site	
Sentence 102	orqali	O	 through	
Sentence 102	onlayn	O	 online	
Sentence 102	tarzda	O	 in a way	
Sentence 102	yoritadi	O	 covers	
Sentence 103	Respublikaning	S-LOC	 of the Republic	
Sentence 103	ichki	O	 internal	
Sentence 103	va	O	 and	
Sentence 103	tashqi	O	 external	
Sentence 103	siyosatini	O	 politics	
Sentence 103	mamlakatimizda	S-LOC	 in our country	
Sentence 103	amalga	O	 implementation	
Sentence 103	oshirilayotgan	O	 being carried out	
Sentence 103	keng	O	 wide	
Sentence 103	miqyosli	O	scale	
Sentence 103	islohotlarni	O	 reforms	
Sentence 103	jamiyatimizda	S-PER	 in our society	
Sentence 103	kechayotgan	O	 ongoing	
Sentence 103	ijtimoiy	O	 social	
Sentence 103	siyosiy	O	 political	
Sentence 103	va	O	 and	
Sentence 103	sotsial	O	 social	
Sentence 103	iqtisodiy	O	 economic	
Sentence 103	o‘zgarishlar	O	 changes	
Sentence 103	va	O	 and	
Sentence 103	yangilanishlarni	O	 updates	
Sentence 103	tezkor	O	 prompt	
Sentence 103	yoritish	O	 coverage	
Sentence 103	sohasida	O	 in the field of	
Sentence 103	davlat	B-ORG	 state	
Sentence 103	organlari	E-ORG	 bodies	
Sentence 103	faoliyati	O	 activity	
Sentence 103	mamlakat	S-LOC	 country	
Sentence 103	ichki	O	 internal	
Sentence 103	va	O	 and	
Sentence 103	tashqi	O	 external	
Sentence 103	siyosati	O	 politics	
Sentence 103	haqida	O	 about	
Sentence 103	axborot	O	 information	
Sentence 103	tarqatish	O	 dissemination	
Sentence 103	orqali	O	 through	
Sentence 103	fuqarolarning	S-PER	 citizens'	
Sentence 103	davlat	B-ORG	 state	
Sentence 103	organlari	E-ORG	 bodies	
Sentence 103	faoliyati	O	 activity	
Sentence 103	mamlakat	S-LOC	 country	
Sentence 103	ichki	O	 internal	
Sentence 103	va	O	 and	
Sentence 103	tashqi	O	 external	
Sentence 103	siyosati	O	 politics	
Sentence 103	haqida	O	 about	
Sentence 103	axborot	O	 information	
Sentence 103	olish	O	 receiving	
Sentence 103	huquqlarini	O	 rights	
Sentence 103	ta’minlaydi	O	 ensures	
Sentence 104	Jamoatchilikning	S-PER	 public's	
Sentence 104	katta	O	 great	
Sentence 104	qiziqishini	O	 interest	
Sentence 104	uyg‘otayotgan	O	 raising	
Sentence 104	voqealarning	O	 events'	
Sentence 104	mohiyati	O	 essence	
Sentence 104	bo‘yicha	O	 according to	
Sentence 104	fuqarolarda	S-PER	 among citizens	
Sentence 104	xolis	O	 impartial	
Sentence 104	fikrni	O	 opinion	
Sentence 104	shakllantirish	O	 formation	
Sentence 104	hamda	O	 and	
Sentence 104	ma’lumotlardan	O	 from information	
Sentence 104	buzg‘unchi	O	 destructive	
Sentence 104	va	O	 and	
Sentence 104	boshqa	O	 other	
Sentence 104	g‘ayriqonuniy	O	 illegal	
Sentence 104	maqsadlarda	O	 purposes	
Sentence 104	foydalanish	O	 use	
Sentence 104	imkoniyatini	O	 opportunity	
Sentence 104	bartaraf	O	 eliminate	
Sentence 104	etish	O	 to do	
Sentence 104	uchun	O	 in order to	
Sentence 104	aholini	S-PER	 the population	
Sentence 104	bunday	O	 such	
Sentence 104	hodisalar	O	 incidents	
Sentence 104	haqida	O	 about	
Sentence 104	o‘z	O	 own	
Sentence 104	vaqtida	O	 in time	
Sentence 104	xabardor	O	 informed	
Sentence 104	qilib	O	 making	
Sentence 104	borish	O	 going	
Sentence 104	sohasida	O	 in the field	
Sentence 104	O‘zbekistonda	S-LOC	 in Uzbekistan	
Sentence 104	yuz	O	 face	
Sentence 104	berayotgan	O	 happening	
Sentence 104	o‘zgarishlar	O	 changes	
Sentence 104	haqida	O	 about	
Sentence 104	o‘zining	O	 its	
Sentence 104	Internet	O	 Internet	
Sentence 104	jahon	S-LOC	 world	
Sentence 104	axborot	O	 information	
Sentence 104	tarmog‘idagi	O	 in the network	
Sentence 104	rasmiy	O	 official	
Sentence 104	veb	O	 web	
Sentence 104	sayti	O	 site	
Sentence 104	orqali	O	 through	
Sentence 104	butun	O	 whole	
Sentence 104	dunyoga	S-LOC	 to the world	
Sentence 104	axborot	O	 information	
Sentence 104	tarqatadi	O	 disseminates	
Sentence 104	dunyoda	S-LOC	 in the world	
Sentence 104	sodir	O	 happen	
Sentence 104	bo‘layotgan	O	 happening	
Sentence 104	voqea	O	 events	
Sentence 104	hodisalar	O	 incidents	
Sentence 104	haqidagi	O	 about	
Sentence 104	axborotni	O	 information	
Sentence 104	tezkorlik	O	 promptness	
Sentence 104	bilan	O	 with	
Sentence 104	o‘zining	O	 its	
Sentence 104	rasmiy	O	 official	
Sentence 104	veb	O	 web	
Sentence 104	saytiga	O	 to the site	
Sentence 104	joylashtirish	O	 placing	
Sentence 104	orqali	O	 through	
Sentence 104	bunday	O	 such	
Sentence 104	axborotni	O	 information	
Sentence 104	aholiga	O	 to the population	
Sentence 104	yetkazib	O	 delivering	
Sentence 104	beradi	O	 gives	
Sentence 104	jahonda	S-LOC	 in the world	
Sentence 104	yuz	O	 face	
Sentence 104	berayotgan	O	 happening	
Sentence 104	voqea	O	 events	
Sentence 104	hodisalar	O	 incidents	
Sentence 104	haqida	O	 about	
Sentence 104	aniq	O	 precise	
Sentence 104	ma’lumotlar	O	 information	
Sentence 104	olish	O	 receiving	
Sentence 104	xorij	O	 foreign	
Sentence 104	ommaviy	B-ORG	 mass	
Sentence 104	axborot	I-ORG	 information	
Sentence 104	vositalariga	E-ORG	 to the means	
Sentence 104	mamlakatimiz	S-LOC	 our country	
Sentence 104	to‘g‘risida	O	 about	
Sentence 104	ishonchli	O	 reliable	
Sentence 104	axborot	O	 information	
Sentence 104	yetkazish	O	 delivery	
Sentence 104	maqsadida	O	 for the purpose of	
Sentence 104	xorijning	O	 foreign's	
Sentence 104	yetakchi	O	 leading	
Sentence 104	axborot	B-ORG	 information	
Sentence 104	agentliklari	E-ORG	 agencies	
Sentence 104	ommaviy	B-ORG	 mass	
Sentence 104	axborot	I-ORG	 information	
Sentence 104	vositalari	E-ORG	 means	
Sentence 104	media	O	 media	
Sentence 104	tuzilmalari	O	 structures	
Sentence 104	bilan	O	 with	
Sentence 104	hamkorlik	O	 cooperation	
Sentence 104	qiladi	O	 does	
Sentence 104	davlatlararo	O	 interstate	
Sentence 104	va	O	 and	
Sentence 104	hukumatlararo	O	 intergovernmental	
Sentence 104	shartnomalar	O	 agreements	
Sentence 104	loyihalarini	O	 projects	
Sentence 104	tayyorlashda	O	 in preparation	
Sentence 104	qatnashadi	O	 participates	
Sentence 104	axborot	O	 information	
Sentence 104	almashishni	O	 exchange	
Sentence 104	amalga	O	 implementation	
Sentence 104	oshiradi	O	 does	
Sentence 104	axborot	O	 information	
Sentence 104	sohasida	O	 in the field	
Sentence 104	xalqaro	O	 international	
Sentence 104	idoralar	S-ORG	 bodies	
Sentence 104	shartnomalarni	O	 agreements	
Sentence 104	belgilangan	O	 designated	
Sentence 104	tartibda	O	 in the order	
Sentence 104	tuzadi	O	 establishes	
Sentence 105	Axborot	O	 information	
Sentence 105	xurujlari	O	 attacks	
Sentence 105	va	O	 and	
Sentence 105	mafkuraviy	O	 ideological	
Sentence 105	tahdidlarning	O	 threats'	
Sentence 105	oldini	O	 prevention	
Sentence 105	olishga	O	 to prevent	
Sentence 105	qaratilgan	O	 aimed at	
Sentence 105	choralarni	O	 measures	
Sentence 105	amalga	O	 implementation	
Sentence 105	oshirishda	O	 in carrying out	
Sentence 105	davlat	B-ORG	 state	
Sentence 105	organlari	E-ORG	 bodies	
Sentence 105	va	O	 and	
Sentence 105	ularning	O	 their	
Sentence 105	axborot	O	 information	
Sentence 105	xizmatlari	O	 services	
Sentence 105	bilan	O	 with	
Sentence 105	uzviy	O	 close	
Sentence 105	hamkorlik	O	 cooperation	
Sentence 105	qilish	O	 to do	
Sentence 105	va	O	 and	
Sentence 105	ulardan	O	 from them	
Sentence 105	tizimli	O	 systematic	
Sentence 105	ravishda	O	 way	
Sentence 105	statistik	O	 statistical	
Sentence 105	tahliliy	O	 analytical	
Sentence 105	va	O	 and	
Sentence 105	boshqa	O	 other	
Sentence 105	turdagi	O	 types of	
Sentence 105	ma’lumotlarni	O	 information	
Sentence 105	olish	O	 to receive	
Sentence 105	sohasida	O	 in the field of	
Sentence 105	ommaviy	B-ORG	 mass	
Sentence 105	axborot	I-ORG	 information	
Sentence 105	vositalarida	E-ORG	 in the media	
Sentence 105	to‘g‘ri	O	 correct	
Sentence 105	va	O	 and	
Sentence 105	haqqoniy	O	 truthful	
Sentence 105	axborot	O	 information	
Sentence 105	tarqatish	O	 dissemination	
Sentence 105	orqali	O	 through	
Sentence 105	axborot	O	 information	
Sentence 105	sohasidagi	O	 in the field of	
Sentence 105	xatar	O	 danger	
Sentence 105	va	O	 and	
Sentence 105	tahdidlarga	O	 threats	
Sentence 105	qarshi	O	 against	
Sentence 105	o‘z	O	 own	
Sentence 105	vaqtida	O	 in time	
Sentence 105	va	O	 and	
Sentence 105	munosib	O	 appropriate	
Sentence 105	kurashadi	O	 fights	
Sentence 105	jamiyatda	S-PER	 in society	
Sentence 105	biror	O	 any	
Sentence 105	bir	O	 one	
Sentence 105	voqea	O	 event	
Sentence 105	hodisa	O	 incident	
Sentence 105	ijtimoiy	O	 social	
Sentence 105	siyosiy	O	 political	
Sentence 105	jarayonlar	O	 processes	
Sentence 105	va	O	 and	
Sentence 105	boshqa	O	 other	
Sentence 105	masalalar	O	 issues	
Sentence 105	to‘g‘risida	O	 about	
Sentence 105	noto‘g‘ri	O	 incorrect	
Sentence 105	yoki	O	 or	
Sentence 105	noxolis	O	 biased	
Sentence 105	axborot	O	 information	
Sentence 105	tarqatilganda	O	 when disseminated	
Sentence 105	bu	O	 this	
Sentence 105	haqida	O	 about	
Sentence 105	haqqoniy	O	 truthful	
Sentence 105	dalillarga	O	 based on facts	
Sentence 105	asoslangan	O	 grounded	
Sentence 105	xolis	O	 impartial	
Sentence 105	axborot	O	 information	
Sentence 105	tarqatish	O	 dissemination	
Sentence 105	orqali	O	 through	
Sentence 105	jamiyatda	S-PER	 in society	
Sentence 105	mish	O	 rumors	
Sentence 105	mish	O	 rumors	
Sentence 105	tahlika	O	 threat	
Sentence 105	yuzaga	O	 to arise	
Sentence 105	kelishining	O	 of happening	
Sentence 105	oldini	O	 prevention	
Sentence 105	oladi	O	 takes	
Sentence 105	jamoatchilikning	S-PER	 of the public	
Sentence 105	katta	O	 great	
Sentence 105	qiziqishini	O	 interest	
Sentence 105	uyg‘otgan	O	 raised	
Sentence 105	voqealarning	O	 of events	
Sentence 105	mohiyati	O	 essence	
Sentence 105	bo‘yicha	O	 regarding	
Sentence 105	fuqarolarda	S-PER	 among citizens	
Sentence 105	xolis	O	 impartial	
Sentence 105	fikrni	O	 opinion	
Sentence 105	shakllantirish	O	 formation	
Sentence 105	hamda	O	 and	
Sentence 105	noto‘g‘ri	O	 incorrect	
Sentence 105	ma’lumotlardan	O	 from information	
Sentence 105	buzg‘unchi	O	 destructive	
Sentence 105	va	O	 and	
Sentence 105	boshqa	O	 other	
Sentence 105	g‘ayriqonuniy	O	 illegal	
Sentence 105	maqsadlarda	O	 for purposes	
Sentence 105	foydalanish	O	 use	
Sentence 105	imkoniyatini	O	 the opportunity	
Sentence 105	bartaraf	O	 eliminate	
Sentence 105	etish	O	 to do	
Sentence 105	uchun	O	 in order to	
Sentence 105	aholini	S-PER	 the population	
Sentence 105	bunday	O	 such	
Sentence 105	hodisalar	O	 incidents	
Sentence 105	haqida	O	 about	
Sentence 105	o‘z	O	 own	
Sentence 105	vaqtida	O	 in time	
Sentence 105	xabardor	O	 informed	
Sentence 105	qiladi	O	 does	
Sentence 106	Boshqa	O	 other	
Sentence 106	ommaviy	O	 mass	
Sentence 106	axborot	O	 information	
Sentence 106	vositalari	O	 media	
Sentence 106	jismoniy	O	 physical	
Sentence 106	va	O	 and	
Sentence 106	yuridik	B-ORG	 legal	
Sentence 106	shaxslar	E-ORG	 persons	
Sentence 106	foydalanishi	O	 usage	
Sentence 106	uchun	O	 for	
Sentence 106	yurtimizning	O	 of our country	
Sentence 106	ijtimoiy	O	 social	
Sentence 106	iqtisodiy	O	 economic	
Sentence 106	siyosiy	O	 political	
Sentence 106	tarixiy	O	 historical	
Sentence 106	va	O	 and	
Sentence 106	madaniy	O	 cultural	
Sentence 106	rivojlanishiga	O	 development	
Sentence 106	oid	O	 related to	
Sentence 106	ma’lumotlar	O	 information	
Sentence 106	axborot	O	 information	
Sentence 106	foto	O	 photo	
Sentence 106	va	O	 and	
Sentence 106	videomateriallar	O	 video materials	
Sentence 106	bazasini	O	 database	
Sentence 106	shakllantirish	O	 to form	
Sentence 106	sohasida	O	 in the field of	
Sentence 106	yurtimizda	O	 in our country	
Sentence 106	ro‘y	O	 happen	
Sentence 106	berayotgan	O	 happening	
Sentence 106	ijtimoiy	O	 social	
Sentence 106	iqtisodiy	O	 economic	
Sentence 106	siyosiy	O	 political	
Sentence 106	tarixiy	O	 historical	
Sentence 106	madaniy	O	 cultural	
Sentence 106	jarayonlarga	O	 processes	
Sentence 106	doir	O	 related	
Sentence 106	materiallar	O	 materials	
Sentence 106	maqolalar	O	 articles	
Sentence 106	fotomateriallar	O	 photo materials	
Sentence 106	videolavhalar	O	 video clips	
Sentence 106	tayyorlaydi	O	 prepares	
Sentence 106	ularni	O	 them	
Sentence 106	rasmiy	O	 official	
Sentence 106	veb	O	 web	
Sentence 106	sayt	O	 site	
Sentence 106	orqali	O	 through	
Sentence 106	jahon	S-LOC	 world	
Sentence 106	hamjamiyatiga	S-PER	 to the community	
Sentence 106	taqdim	O	 present	
Sentence 106	etadi	O	 gives	
Sentence 106	ommaviy	B-ORG	 mass	
Sentence 106	axborot	I-ORG	 information	
Sentence 106	vositalari	E-ORG	 media	
Sentence 106	va	O	 and	
Sentence 106	internet	O	 internet	
Sentence 106	tarmog‘i	O	 network	
Sentence 106	orqali	O	 through	
Sentence 106	uzatilgan	O	 transmitted	
Sentence 106	barcha	O	 all	
Sentence 106	materiallarning	O	 materials'	
Sentence 106	elektron	O	 electronic	
Sentence 106	bazasini	O	 database	
Sentence 106	shakllantiradi	O	 forms	
Sentence 106	mazkur	O	 this	
Sentence 106	materiallardan	O	 from materials	
Sentence 106	ommaviy	B-ORG	 mass	
Sentence 106	axborot	I-ORG	 information	
Sentence 106	vositalari	E-ORG	 media	
Sentence 106	jismoniy	O	 physical	
Sentence 106	va	O	 and	
Sentence 106	yuridik	B-ORG	 legal	
Sentence 106	shaxslar	E-ORG	 persons	
Sentence 106	erkin	O	 freely	
Sentence 106	foydalanishi	O	 use	
Sentence 106	uchun	O	 for	
Sentence 106	sharoit	O	 conditions	
Sentence 106	yaratadi	O	 creates	
Sentence 107	O‘quvchilar	S-PER	 students	
Sentence 107	uchun	O	 for	
Sentence 107	qulay	O	 convenient	
Sentence 107	va	O	 and	
Sentence 107	qiziqarli	O	 interesting	
Sentence 107	shaklda	O	 in the form	
Sentence 107	O‘zbekiston	S-LOC	 Uzbekistan	
Sentence 107	xalqining	S-PER	 people's	
Sentence 107	o‘ziga	O	 own	
Sentence 107	xos	O	 unique	
Sentence 107	madaniyati	O	 culture	
Sentence 107	urf	O	 customs	
Sentence 107	odatlari	O	 traditions	
Sentence 107	milliy	O	 national	
Sentence 107	qadriyatlari	O	 values	
